hour,day_of_week,month,is_weekend,beds_total,beds_occupied,beds_available,icu_total,icu_occupied,icu_available,staff_count,shift,er_arrivals,equipment_in_use,seasonal_factor,patients_next_hour,beds_needed_24h,staff_needed_24h
22,5,3,1,110,82,28,20,15,5,26,1,5,18,1.075,8,82,19
23,5,3,1,110,79,31,20,11,9,19,2,3,12,1.075,8,82,18
0,6,3,1,110,74,36,20,12,8,17,2,8,17,1.075,12,76,18
1,6,3,1,110,79,31,20,13,7,17,2,4,15,1.075,9,80,21
2,6,3,1,110,75,35,20,11,9,18,2,3,16,1.075,6,81,22
3,6,3,1,110,73,37,20,12,8,18,2,7,18,1.075,10,72,19
4,6,3,1,110,79,31,20,13,7,19,2,3,21,1.075,9,77,26
5,6,3,1,110,64,46,20,13,7,19,2,5,18,1.075,8,67,21
6,6,3,1,110,82,28,20,12,8,19,2,5,19,1.075,5,85,20
7,6,3,1,110,81,29,20,14,6,36,0,11,15,1.075,12,88,24
8,6,3,1,110,83,27,20,11,9,36,0,11,21,1.075,14,88,36
9,6,3,1,110,83,27,20,10,10,32,0,11,21,1.075,11,88,37
10,6,3,1,110,97,13,20,12,8,34,0,17,21,1.075,19,100,42
11,6,3,1,110,93,17,20,11,9,32,0,8,22,1.075,11,98,43
12,6,3,1,110,83,27,20,12,8,32,0,10,20,1.075,15,86,33
13,6,3,1,110,80,30,20,12,8,35,0,9,22,1.075,15,78,27
14,6,3,1,110,82,28,20,11,9,32,0,7,18,1.075,8,86,21
15,6,3,1,110,75,35,20,13,7,23,1,1,17,1.075,1,80,24
16,6,3,1,110,88,22,20,13,7,26,1,9,17,1.075,11,91,27
17,6,3,1,110,72,38,20,13,7,22,1,8,20,1.075,9,77,32
18,6,3,1,110,78,32,20,13,7,23,1,10,23,1.075,11,84,37
19,6,3,1,110,87,23,20,14,6,22,1,6,19,1.075,9,92,33
20,6,3,1,110,75,35,20,13,7,27,1,4,18,1.075,7,76,29
21,6,3,1,110,79,31,20,12,8,26,1,5,14,1.075,7,85,24
22,6,3,1,110,61,49,20,15,5,27,1,4,17,1.075,7,62,21
23,6,3,1,110,70,40,20,14,6,19,2,4,16,1.075,4,76,21
0,0,3,0,110,63,47,20,14,6,18,2,4,17,1.075,6,64,18
1,0,3,0,110,70,40,20,14,6,17,2,6,15,1.075,9,70,18
2,0,3,0,110,65,45,20,8,12,16,2,1,16,1.075,3,67,26
3,0,3,0,110,81,29,20,14,6,17,2,8,20,1.075,9,85,18
4,0,3,0,110,70,40,20,14,6,18,2,9,17,1.075,10,68,22
5,0,3,0,110,65,45,20,12,8,19,2,2,15,1.075,3,65,18
6,0,3,0,110,78,32,20,14,6,16,2,4,19,1.075,5,80,19
7,0,3,0,110,72,38,20,15,5,37,0,2,16,1.075,5,74,26
8,0,3,0,110,80,30,20,10,10,34,0,5,22,1.075,5,86,30
9,0,3,0,110,77,33,20,14,6,35,0,6,23,1.075,8,82,36
10,0,3,0,110,85,25,20,13,7,39,0,6,19,1.075,7,91,35
11,0,3,0,110,80,30,20,11,9,33,0,13,22,1.075,14,82,38
12,0,3,0,110,78,32,20,13,7,35,0,7,22,1.075,9,82,34
13,0,3,0,110,85,25,20,10,10,36,0,7,21,1.075,8,86,28
14,0,3,0,110,75,35,20,13,7,34,0,5,20,1.075,8,79,19
15,0,3,0,110,80,30,20,14,6,24,1,4,19,1.075,4,84,21
16,0,3,0,110,67,43,20,12,8,26,1,3,19,1.075,5,72,25
17,0,3,0,110,86,24,20,11,9,24,1,6,18,1.075,7,87,38
18,0,3,0,110,84,26,20,10,10,24,1,11,18,1.075,12,91,29
19,0,3,0,110,83,27,20,12,8,29,1,11,24,1.075,13,83,30
20,0,3,0,110,77,33,20,17,3,24,1,9,19,1.075,13,82,22
21,0,3,0,110,74,36,20,15,5,24,1,1,14,1.075,4,77,22
22,0,3,0,110,67,43,20,14,6,28,1,2,13,1.075,3,68,22
23,0,3,0,110,74,36,20,14,6,17,2,6,20,1.075,8,73,18
0,1,3,0,110,76,34,20,12,8,18,2,7,17,1.075,8,79,20
1,1,3,0,110,65,45,20,13,7,16,2,8,19,1.075,10,63,22
2,1,3,0,110,73,37,20,13,7,18,2,2,18,1.075,3,75,19
3,1,3,0,110,70,40,20,11,9,13,2,5,17,1.075,9,74,27
4,1,3,0,110,71,39,20,9,11,17,2,6,16,1.075,8,72,21
5,1,3,0,110,68,42,20,9,11,19,2,2,18,1.075,2,69,19
6,1,3,0,110,77,33,20,11,9,16,2,5,14,1.075,7,78,21
7,1,3,0,110,74,36,20,13,7,34,0,3,19,1.075,5,80,20
8,1,3,0,110,79,31,20,12,8,34,0,4,21,1.075,6,82,30
9,1,3,0,110,90,20,20,11,9,36,0,15,22,1.075,17,94,41
10,1,3,0,110,78,32,20,13,7,35,0,7,21,1.075,7,83,38
11,1,3,0,110,85,25,20,13,7,36,0,7,20,1.075,10,94,34
12,1,3,0,110,75,35,20,12,8,32,0,4,19,1.075,8,77,32
13,1,3,0,110,69,41,20,13,7,34,0,4,19,1.075,5,67,26
14,1,3,0,110,67,43,20,14,6,34,0,3,19,1.075,5,69,24
15,1,3,0,110,65,45,20,13,7,24,1,7,21,1.075,9,62,18
16,1,3,0,110,68,42,20,13,7,26,1,7,18,1.075,9,72,27
17,1,3,0,110,76,34,20,11,9,26,1,5,20,1.075,8,79,25
18,1,3,0,110,87,23,20,12,8,24,1,10,19,1.075,12,93,30
19,1,3,0,110,75,35,20,12,8,23,1,3,19,1.075,9,78,26
20,1,3,0,110,69,41,20,14,6,24,1,11,20,1.075,15,70,25
21,1,3,0,110,60,50,20,15,5,24,1,8,20,1.075,9,56,18
22,1,3,0,110,71,39,20,14,6,23,1,7,10,1.075,9,70,18
23,1,3,0,110,68,42,20,13,7,16,2,4,16,1.075,6,68,23
0,2,3,0,110,68,42,20,12,8,17,2,1,19,1.075,3,73,18
1,2,3,0,110,73,37,20,11,9,19,2,3,17,1.075,4,77,25
2,2,3,0,110,81,29,20,11,9,15,2,2,17,1.075,3,83,19
3,2,3,0,110,67,43,20,16,4,18,2,8,19,1.075,10,69,24
4,2,3,0,110,81,29,20,11,9,17,2,7,20,1.075,7,83,27
5,2,3,0,110,66,44,20,15,5,18,2,5,16,1.075,6,74,20
6,2,3,0,110,70,40,20,14,6,16,2,5,12,1.075,5,72,18
7,2,3,0,110,69,41,20,14,6,36,0,5,14,1.075,8,78,22
8,2,3,0,110,75,35,20,10,10,37,0,8,23,1.075,8,78,33
9,2,3,0,110,85,25,20,15,5,33,0,7,20,1.075,8,85,37
10,2,3,0,110,91,19,20,15,5,36,0,6,23,1.075,8,100,37
11,2,3,0,110,86,24,20,12,8,38,0,7,20,1.075,8,94,39
12,2,3,0,110,81,29,20,10,10,38,0,7,19,1.075,10,82,27
13,2,3,0,110,75,35,20,12,8,34,0,4,20,1.075,8,82,19
14,2,3,0,110,62,48,20,14,6,32,0,12,19,1.075,14,65,18
15,2,3,0,110,72,38,20,14,6,26,1,3,17,1.075,5,77,21
16,2,3,0,110,72,38,20,13,7,25,1,4,20,1.075,7,74,25
17,2,3,0,110,67,43,20,13,7,28,1,5,17,1.075,6,73,33
18,2,3,0,110,70,40,20,11,9,23,1,9,22,1.075,11,74,31
19,2,3,0,110,78,32,20,12,8,28,1,3,19,1.075,5,87,27
20,2,3,0,110,76,34,20,13,7,24,1,2,22,1.075,5,83,29
21,2,3,0,110,64,46,20,13,7,26,1,5,17,1.075,9,69,18
22,2,3,0,110,63,47,20,12,8,27,1,6,15,1.075,7,63,18
23,2,3,0,110,76,34,20,12,8,17,2,7,18,1.075,7,79,18
0,3,3,0,110,69,41,20,15,5,17,2,4,16,1.075,6,71,21
1,3,3,0,110,69,41,20,15,5,18,2,2,18,1.075,3,71,21
2,3,3,0,110,70,40,20,15,5,16,2,5,14,1.075,10,70,20
3,3,3,0,110,75,35,20,14,6,17,2,6,17,1.075,8,81,19
4,3,3,0,110,69,41,20,15,5,18,2,6,17,1.075,8,69,18
5,3,3,0,110,63,47,20,13,7,17,2,1,16,1.075,3,74,22
6,3,3,0,110,69,41,20,17,3,16,2,4,17,1.075,6,74,18
7,3,3,0,110,73,37,20,12,8,33,0,2,20,1.075,4,76,22
8,3,3,0,110,80,30,20,13,7,33,0,8,21,1.075,11,84,25
9,3,3,0,110,82,28,20,13,7,36,0,10,22,1.075,11,88,33
10,3,3,0,110,93,17,20,13,7,35,0,6,25,1.075,7,102,35
11,3,3,0,110,83,27,20,14,6,33,0,6,20,1.075,6,83,36
12,3,3,0,110,83,27,20,13,7,32,0,5,20,1.075,5,87,26
13,3,3,0,110,71,39,20,12,8,35,0,5,15,1.075,6,77,19
14,3,3,0,110,72,38,20,13,7,35,0,0,17,1.075,3,73,18
15,3,3,0,110,68,42,20,15,5,25,1,6,16,1.075,10,70,22
16,3,3,0,110,81,29,20,13,7,29,1,5,19,1.075,11,88,23
17,3,3,0,110,81,29,20,12,8,22,1,7,19,1.075,11,87,28
18,3,3,0,110,72,38,20,11,9,22,1,6,21,1.075,7,76,32
19,3,3,0,110,76,34,20,11,9,30,1,8,19,1.075,10,83,24
20,3,3,0,110,74,36,20,15,5,22,1,8,18,1.075,11,74,25
21,3,3,0,110,72,38,20,10,10,27,1,5,19,1.075,5,67,19
22,3,3,0,110,71,39,20,13,7,26,1,5,16,1.075,7,75,20
23,3,3,0,110,61,49,20,13,7,22,2,4,13,1.075,8,64,18
0,4,3,0,110,73,37,20,11,9,17,2,1,15,1.075,2,77,18
1,4,3,0,110,65,45,20,11,9,17,2,6,17,1.075,7,68,19
2,4,3,0,110,75,35,20,14,6,16,2,6,18,1.075,8,72,22
3,4,3,0,110,69,41,20,11,9,20,2,5,18,1.075,8,71,20
4,4,3,0,110,73,37,20,14,6,17,2,4,16,1.075,6,80,18
5,4,3,0,110,65,45,20,12,8,18,2,4,19,1.075,6,67,22
6,4,3,0,110,76,34,20,11,9,17,2,8,16,1.075,10,75,22
7,4,3,0,110,78,32,20,13,7,38,0,4,19,1.075,9,80,25
8,4,3,0,110,86,24,20,15,5,36,0,5,21,1.075,8,87,31
9,4,3,0,110,75,35,20,12,8,36,0,8,21,1.075,9,78,32
10,4,3,0,110,86,24,20,13,7,33,0,14,24,1.075,15,90,34
11,4,3,0,110,83,27,20,12,8,33,0,9,19,1.075,10,93,40
12,4,3,0,110,82,28,20,16,4,35,0,4,24,1.075,8,90,36
13,4,3,0,110,76,34,20,12,8,34,0,4,20,1.075,7,84,26
14,4,3,0,110,74,36,20,12,8,33,0,5,17,1.075,7,73,18
15,4,3,0,110,80,30,20,14,6,24,1,0,18,1.075,1,84,24
16,4,3,0,110,75,35,20,13,7,28,1,6,20,1.075,7,82,24
17,4,3,0,110,84,26,20,15,5,25,1,5,22,1.075,7,89,24
18,4,3,0,110,76,34,20,12,8,25,1,4,22,1.075,7,77,34
19,4,3,0,110,70,40,20,11,9,21,1,3,19,1.075,4,68,23
20,4,3,0,110,68,42,20,14,6,22,1,2,18,1.075,4,70,26
21,4,3,0,110,68,42,20,13,7,22,1,1,17,1.075,2,73,18
22,4,3,0,110,67,43,20,12,8,27,1,6,17,1.075,6,72,19
23,4,3,0,110,74,36,20,10,10,18,2,3,18,1.075,6,77,18
0,5,3,1,110,69,41,20,14,6,17,2,4,18,1.075,5,71,18
1,5,3,1,110,74,36,20,10,10,20,2,3,20,1.075,4,81,24
2,5,3,1,110,72,38,20,12,8,17,2,5,16,1.075,5,78,19
3,5,3,1,110,71,39,20,14,6,18,2,3,16,1.075,6,77,24
4,5,3,1,110,68,42,20,14,6,16,2,7,16,1.075,9,68,22
5,5,3,1,110,71,39,20,15,5,17,2,6,19,1.075,8,75,18
6,5,3,1,110,76,34,20,12,8,18,2,8,19,1.075,11,77,24
7,5,3,1,110,74,36,20,12,8,34,0,6,13,1.075,8,75,29
8,5,3,1,110,74,36,20,12,8,35,0,6,20,1.075,6,76,35
9,5,3,1,110,88,22,20,14,6,33,0,12,23,1.075,16,90,32
10,5,3,1,110,89,21,20,10,10,32,0,4,22,1.075,6,95,42
11,5,3,1,110,86,24,20,15,5,33,0,7,21,1.075,11,85,39
12,5,3,1,110,85,25,20,14,6,32,0,8,20,1.075,10,87,36
13,5,3,1,110,72,38,20,13,7,32,0,2,20,1.075,6,72,33
14,5,3,1,110,70,40,20,12,8,35,0,7,20,1.075,8,72,25
15,5,3,1,110,73,37,20,10,10,26,1,8,17,1.075,11,73,24
16,5,3,1,110,75,35,20,13,7,25,1,3,19,1.075,7,77,23
17,5,3,1,110,80,30,20,14,6,28,1,7,18,1.075,11,89,31
18,5,3,1,110,88,22,20,13,7,25,1,9,21,1.075,12,92,27
19,5,3,1,110,86,24,20,13,7,22,1,7,22,1.075,13,93,28
20,5,3,1,110,76,34,20,11,9,24,1,4,22,1.075,7,84,29
21,5,3,1,110,71,39,20,12,8,23,1,4,18,1.075,6,71,22
22,5,3,1,110,70,40,20,11,9,27,1,4,18,1.075,6,70,20
23,5,3,1,110,69,41,20,12,8,16,2,5,16,1.075,6,70,18
0,6,3,1,110,73,37,20,13,7,19,2,4,15,1.075,5,75,19
1,6,3,1,110,75,35,20,13,7,19,2,3,15,1.075,5,76,18
2,6,3,1,110,73,37,20,13,7,16,2,2,18,1.075,3,78,24
3,6,3,1,110,84,26,20,15,5,17,2,8,17,1.075,11,90,23
4,6,3,1,110,73,37,20,11,9,20,2,5,21,1.075,5,78,27
5,6,3,1,110,71,39,20,13,7,17,2,3,15,1.075,5,73,24
6,6,3,1,110,77,33,20,12,8,17,2,6,17,1.075,8,81,23
7,6,3,1,110,89,21,20,14,6,36,0,8,20,1.075,10,92,26
8,6,3,1,110,79,31,20,11,9,32,0,7,19,1.075,9,87,33
9,6,3,1,110,86,24,20,13,7,33,0,6,19,1.075,6,90,43
10,6,3,1,110,91,19,20,12,8,36,0,6,22,1.075,8,102,39
11,6,3,1,110,85,25,20,13,7,36,0,12,23,1.075,17,87,44
12,6,3,1,110,87,23,20,12,8,35,0,7,18,1.075,7,96,29
13,6,3,1,110,74,36,20,12,8,35,0,3,18,1.075,3,76,22
14,6,3,1,110,80,30,20,13,7,38,0,8,17,1.075,10,83,18
15,6,3,1,110,77,33,20,12,8,28,1,3,19,1.075,6,77,29
16,6,3,1,110,67,43,20,11,9,25,1,4,17,1.075,5,68,25
17,6,3,1,110,75,35,20,13,7,27,1,9,16,1.075,10,75,31
18,6,3,1,110,90,20,20,13,7,25,1,5,19,1.075,6,93,29
19,6,3,1,110,82,28,20,13,7,23,1,7,11,1.075,8,85,33
20,6,3,1,110,73,37,20,14,6,25,1,9,20,1.075,12,80,25
21,6,3,1,110,76,34,20,15,5,23,1,4,16,1.075,6,73,19
22,6,3,1,110,64,46,20,13,7,24,1,4,16,1.075,5,66,20
23,6,3,1,110,70,40,20,11,9,17,2,2,17,1.075,6,72,23
0,0,3,0,110,62,48,20,12,8,18,2,6,15,1.075,10,63,22
1,0,3,0,110,70,40,20,12,8,17,2,1,19,1.075,4,75,18
2,0,3,0,110,69,41,20,15,5,18,2,2,14,1.075,11,76,24
3,0,3,0,110,81,29,20,12,8,15,2,9,18,1.075,9,85,23
4,0,3,0,110,75,35,20,12,8,19,2,2,13,1.075,2,75,20
5,0,3,0,110,72,38,20,13,7,18,2,5,15,1.075,9,75,18
6,0,3,0,110,60,50,20,12,8,16,2,4,11,1.075,6,62,21
7,0,3,0,110,70,40,20,13,7,35,0,6,18,1.075,11,76,28
8,0,3,0,110,78,32,20,14,6,35,0,1,19,1.075,5,83,30
9,0,3,0,110,81,29,20,14,6,36,0,9,22,1.075,10,86,39
10,0,3,0,110,86,24,20,10,10,35,0,11,21,1.075,11,91,27
11,0,3,0,110,87,23,20,13,7,38,0,6,20,1.075,8,94,35
12,0,3,0,110,89,21,20,13,7,34,0,7,21,1.075,10,96,28
13,0,3,0,110,78,32,20,13,7,35,0,3,20,1.075,4,80,25
14,0,3,0,110,67,43,20,12,8,32,0,5,17,1.075,10,68,20
15,0,3,0,110,69,41,20,14,6,25,1,6,19,1.075,7,74,18
16,0,3,0,110,84,26,20,16,4,21,1,8,17,1.075,12,84,18
17,0,3,0,110,83,27,20,13,7,26,1,9,21,1.075,12,82,25
18,0,3,0,110,85,25,20,13,7,25,1,7,22,1.075,9,89,26
19,0,3,0,110,77,33,20,14,6,26,1,9,17,1.075,12,82,34
20,0,3,0,110,76,34,20,13,7,23,1,2,18,1.075,4,79,19
21,0,3,0,110,75,35,20,15,5,21,1,5,16,1.075,7,85,18
22,0,3,0,110,67,43,20,11,9,25,1,4,15,1.075,8,72,18
23,0,3,0,110,65,45,20,11,9,20,2,7,16,1.075,10,65,18
0,1,3,0,110,67,43,20,15,5,19,2,3,16,1.075,6,67,18
1,1,3,0,110,71,39,20,13,7,17,2,5,18,1.075,7,78,18
2,1,3,0,110,61,49,20,12,8,17,2,4,18,1.075,6,70,18
3,1,3,0,110,67,43,20,13,7,21,2,5,21,1.075,8,72,28
4,1,3,0,110,69,41,20,12,8,17,2,9,15,1.075,10,69,21
5,1,3,0,110,72,38,20,12,8,18,2,6,24,1.075,8,78,18
6,1,3,0,110,71,39,20,12,8,17,2,7,20,1.075,8,72,18
7,1,3,0,110,75,35,20,14,6,38,0,3,18,1.075,3,77,20
8,1,3,0,110,79,31,20,12,8,35,0,3,20,1.075,4,84,33
9,1,3,0,110,87,23,20,10,10,39,0,9,23,1.075,11,97,33
10,1,3,0,110,84,26,20,12,8,35,0,8,24,1.075,10,89,36
11,1,3,0,110,81,29,20,14,6,38,0,10,20,1.075,12,83,36
12,1,3,0,110,79,31,20,11,9,33,0,4,22,1.075,4,88,29
13,1,3,0,110,68,42,20,13,7,33,0,2,17,1.075,4,68,23
14,1,3,0,110,70,40,20,13,7,32,0,2,16,1.075,6,73,20
15,1,3,0,110,66,44,20,12,8,21,1,4,16,1.075,4,71,20
16,1,3,0,110,70,40,20,14,6,27,1,1,16,1.075,3,74,25
17,1,3,0,110,87,23,20,11,9,24,1,4,22,1.075,5,87,29
18,1,3,0,110,84,26,20,12,8,27,1,5,17,1.075,8,84,29
19,1,3,0,110,83,27,20,15,5,23,1,8,22,1.075,8,84,28
20,1,3,0,110,82,28,20,12,8,23,1,4,15,1.075,6,83,27
21,1,3,0,110,72,38,20,14,6,24,1,5,19,1.075,8,75,18
22,1,3,0,110,68,42,20,14,6,23,1,2,20,1.075,3,66,21
23,1,3,0,110,75,35,20,11,9,18,2,1,16,1.075,3,81,18
0,2,3,0,110,79,31,20,14,6,16,2,2,20,1.075,2,83,18
1,2,3,0,110,74,36,20,13,7,19,2,5,17,1.075,10,78,22
2,2,3,0,110,69,41,20,12,8,17,2,5,20,1.075,7,76,19
3,2,3,0,110,80,30,20,14,6,19,2,6,19,1.075,9,82,21
4,2,3,0,110,74,36,20,11,9,18,2,3,18,1.075,3,79,22
5,2,3,0,110,65,45,20,11,9,18,2,4,14,1.075,5,66,22
6,2,3,0,110,70,40,20,12,8,17,2,4,14,1.075,7,77,26
7,2,3,0,110,78,32,20,12,8,33,0,8,22,1.075,12,75,18
8,2,3,0,110,72,38,20,15,5,34,0,9,19,1.075,12,74,32
9,2,3,0,110,90,20,20,16,4,35,0,7,20,1.075,10,95,32
10,2,3,0,110,91,19,20,12,8,34,0,3,24,1.075,6,99,43
11,2,3,0,110,80,30,20,11,9,33,0,6,20,1.075,10,83,32
12,2,3,0,110,81,29,20,15,5,34,0,4,21,1.075,5,86,29
13,2,3,0,110,73,37,20,14,6,35,0,5,17,1.075,7,76,24
14,2,3,0,110,76,34,20,15,5,33,0,6,18,1.075,7,80,18
15,2,3,0,110,75,35,20,12,8,28,1,8,21,1.075,9,76,21
16,2,3,0,110,77,33,20,13,7,23,1,2,19,1.075,3,80,22
17,2,3,0,110,79,31,20,13,7,24,1,10,18,1.075,12,87,29
18,2,3,0,110,86,24,20,12,8,26,1,5,21,1.075,6,86,33
19,2,3,0,110,72,38,20,13,7,24,1,9,18,1.075,10,74,25
20,2,3,0,110,74,36,20,17,3,26,1,5,19,1.075,8,76,24
21,2,3,0,110,75,35,20,12,8,24,1,6,21,1.075,9,72,18
22,2,3,0,110,74,36,20,15,5,23,1,5,17,1.075,6,79,18
23,2,3,0,110,67,43,20,11,9,16,2,3,18,1.075,7,70,18
0,3,3,0,110,70,40,20,13,7,18,2,3,16,1.075,6,74,18
1,3,3,0,110,69,41,20,14,6,17,2,6,16,1.075,11,74,21
2,3,3,0,110,76,34,20,12,8,16,2,5,15,1.075,6,77,20
3,3,3,0,110,73,37,20,12,8,17,2,5,19,1.075,5,85,19
4,3,3,0,110,63,47,20,11,9,17,2,4,16,1.075,7,68,22
5,3,3,0,110,75,35,20,12,8,20,2,2,17,1.075,3,78,20
6,3,3,0,110,79,31,20,14,6,15,2,6,15,1.075,8,85,18
7,3,3,0,110,69,41,20,15,5,33,0,2,15,1.075,5,71,27
8,3,3,0,110,80,30,20,14,6,31,0,8,21,1.075,8,82,23
9,3,3,0,110,92,18,20,15,5,36,0,11,23,1.075,13,102,33
10,3,3,0,110,80,30,20,12,8,32,0,6,22,1.075,9,78,43
11,3,3,0,110,89,21,20,12,8,35,0,11,22,1.075,12,98,34
12,3,3,0,110,86,24,20,13,7,33,0,9,18,1.075,11,86,32
13,3,3,0,110,71,39,20,11,9,35,0,5,17,1.075,6,73,21
14,3,3,0,110,63,47,20,15,5,36,0,3,19,1.075,3,68,23
15,3,3,0,110,67,43,20,13,7,25,1,10,15,1.075,11,71,24
16,3,3,0,110,75,35,20,12,8,27,1,2,19,1.075,2,76,28
17,3,3,0,110,80,30,20,14,6,22,1,6,15,1.075,7,89,25
18,3,3,0,110,87,23,20,14,6,21,1,4,18,1.075,5,88,29
19,3,3,0,110,85,25,20,15,5,25,1,4,18,1.075,6,88,31
20,3,3,0,110,69,41,20,13,7,25,1,3,17,1.075,4,69,26
21,3,3,0,110,68,42,20,15,5,24,1,2,16,1.075,4,74,19
22,3,3,0,110,65,45,20,13,7,29,1,8,20,1.075,9,61,18
23,3,3,0,110,71,39,20,13,7,16,2,4,20,1.075,7,71,21
0,4,3,0,110,61,49,20,12,8,17,2,5,18,1.075,6,58,18
1,4,3,0,110,77,33,20,13,7,19,2,3,16,1.075,5,79,18
2,4,3,0,110,72,38,20,15,5,16,2,7,14,1.075,10,72,21
3,4,3,0,110,69,41,20,14,6,18,2,5,17,1.075,7,70,18
4,4,3,0,110,75,35,20,12,8,19,2,2,19,1.075,3,79,23
5,4,3,0,110,76,34,20,14,6,21,2,4,16,1.075,5,81,23
6,4,3,0,110,72,38,20,15,5,15,2,2,15,1.075,3,72,23
7,4,3,0,110,83,27,20,13,7,36,0,4,18,1.075,4,84,24
8,4,3,0,110,84,26,20,14,6,35,0,6,22,1.075,6,86,27
9,4,3,0,110,79,31,20,11,9,32,0,11,23,1.075,12,85,35
10,4,3,0,110,84,26,20,13,7,33,0,10,20,1.075,10,87,37
11,4,3,0,110,77,33,20,13,7,36,0,3,20,1.075,5,85,34
12,4,3,0,110,85,25,20,13,7,35,0,3,19,1.075,6,89,32
13,4,3,0,110,67,43,20,16,4,36,0,6,16,1.075,11,72,31
14,4,3,0,110,71,39,20,15,5,34,0,8,20,1.075,11,73,18
15,4,3,0,110,67,43,20,14,6,27,1,2,17,1.075,5,67,26
16,4,3,0,110,70,40,20,11,9,22,1,9,20,1.075,10,76,22
17,4,3,0,110,80,30,20,15,5,25,1,7,21,1.075,9,83,23
18,4,3,0,110,83,27,20,16,4,22,1,9,20,1.075,11,86,22
19,4,3,0,110,74,36,20,14,6,22,1,8,21,1.075,9,83,28
20,4,3,0,110,82,28,20,15,5,24,1,3,17,1.075,5,82,20
21,4,3,0,110,68,42,20,13,7,23,1,7,18,1.075,10,72,24
22,4,3,0,110,70,40,20,12,8,26,1,6,15,1.075,8,72,18
23,4,3,0,110,69,41,20,13,7,18,2,6,12,1.075,7,76,18
0,5,3,1,110,72,38,20,11,9,17,2,4,16,1.075,7,75,18
1,5,3,1,110,75,35,20,13,7,17,2,6,17,1.075,8,82,22
2,5,3,1,110,82,28,20,11,9,16,2,5,17,1.075,9,80,22
3,5,3,1,110,79,31,20,11,9,16,2,7,17,1.075,8,80,26
4,5,3,1,110,71,39,20,13,7,17,2,3,15,1.075,6,77,19
5,5,3,1,110,71,39,20,11,9,18,2,6,16,1.075,10,73,18
6,5,3,1,110,70,40,20,17,3,16,2,8,15,1.075,10,76,18
7,5,3,1,110,71,39,20,13,7,35,0,7,16,1.075,8,71,25
8,5,3,1,110,91,19,20,13,7,31,0,6,20,1.075,6,94,31
9,5,3,1,110,91,19,20,11,9,35,0,11,19,1.075,14,94,39
10,5,3,1,110,86,24,20,14,6,31,0,9,22,1.075,9,90,39
11,5,3,1,110,79,31,20,10,10,35,0,9,21,1.075,11,81,37
12,5,3,1,110,82,28,20,13,7,33,0,6,18,1.075,8,85,32
13,5,3,1,110,78,32,20,13,7,32,0,5,18,1.075,10,83,31
14,5,3,1,110,76,34,20,12,8,34,0,2,19,1.075,6,80,24
15,5,3,1,110,74,36,20,13,7,26,1,5,17,1.075,6,76,27
16,5,3,1,110,77,33,20,13,7,24,1,7,19,1.075,9,76,30
17,5,3,1,110,79,31,20,13,7,23,1,5,18,1.075,6,82,32
18,5,3,1,110,84,26,20,12,8,25,1,7,23,1.075,9,84,30
19,5,3,1,110,83,27,20,12,8,24,1,8,21,1.075,9,91,32
20,5,3,1,110,67,43,20,13,7,25,1,7,18,1.075,8,64,26
21,5,3,1,110,68,42,20,12,8,26,1,6,18,1.075,8,72,20
22,5,3,1,110,74,36,20,12,8,22,1,1,18,1.075,3,73,19
23,5,3,1,110,67,43,20,15,5,21,2,5,16,1.075,6,64,18
